total_area,living_area,kitchen_area,cityCenters_nearest,bedrooms,floors_total,ceiling_height,airports_nearest,floor,balcony,price_class
64.7,43.6,7.4,9220,3,15,2.5,22332,12,4,1.0
102.0,68.0,18.0,12213,3,16,2.9,36691,12,0,1.0
107.9,67.6,10.9,5954,4,11,2.75,24327,6,2,1.0
32.0,17.0,7.0,13264,1,9,2.5,43000,5,0,0.0
119.0,68.0,21.0,11209,4,22,2.7,30546,1,0,1.0
44.0,28.0,6.0,8770,2,5,2.5,39511,2,1,0.0
60.0,33.0,11.0,16804,2,17,2.7,17390,8,0,1.0
50.6,20.4,11.2,5294,1,10,2.7,23604,4,0,1.0
72.2,43.9,14.7,3671,2,3,2.71,21709,3,0,1.0
41.8,26.0,6.4,17657,2,5,2.5,23105,4,0,0.0
43.0,17.0,12.5,8672,1,16,2.8,39771,11,0,0.0
79.0,48.9,12.0,4327,3,6,3.12,25752,4,0,1.0
50.0,30.0,17.0,15486,2,25,2.8,51514,12,0,1.0
59.0,39.0,7.1,22936,3,10,2.7,19511,2,1,0.0
84.23,43.63,13.41,15853,3,25,2.7,35847,20,2,1.0
146.5,95.2,20.9,4010,3,5,2.88,22519,5,0,1.0
56.0,28.0,10.0,22291,2,16,2.75,18867,12,2,0.0
31.0,16.0,7.0,15049,1,9,2.65,10348,4,0,0.0
48.9,28.3,8.7,12170,2,9,2.5,40476,8,0,0.0
69.0,30.0,24.0,11220,2,14,2.6,25430,9,0,1.0
139.6,92.1,17.2,4361,4,7,3.18,22726,6,1,1.0
37.0,17.0,10.0,12188,1,17,2.7,43431,12,2,0.0
61.8,37.9,8.7,16582,2,17,2.58,20895,1,2,1.0
31.0,17.8,5.5,9283,1,5,2.55,11764,5,1,0.0
168.2,110.8,15.1,4699,5,5,3.2,25997,2,0,1.0
151.8,106.5,14.3,2270,6,6,3.5,24576,6,1,0.0
39.1,16.4,9.1,15135,1,16,2.6,48335,3,2,0.0
80.55,35.0,16.45,10720,2,12,2.8,39946,10,2,1.0
62.2,31.0,11.0,15475,2,12,2.65,46067,11,0,1.0
73.4,44.3,8.9,16814,3,9,2.5,51571,5,5,1.0
60.0,42.0,6.0,11598,3,9,2.6,16122,8,1,0.0
86.3,54.0,10.0,6356,3,4,3.0,26785,4,0,1.0
41.4,19.0,12.0,14816,1,16,2.8,34947,8,0,1.0
51.0,39.0,5.0,6256,2,5,2.9,20158,4,0,0.0
57.7,39.3,6.2,16638,3,9,2.6,48203,9,5,0.0
45.0,28.5,8.0,13066,2,9,2.55,26227,2,0,0.0
92.0,53.4,13.0,11348,3,16,2.6,14932,15,0,1.0
69.0,42.0,13.0,5131,2,5,2.9,31276,2,0,1.0
35.0,20.0,7.5,11932,1,14,2.6,40247,7,0,0.0
104.5,51.5,17.6,8479,3,25,2.76,39220,8,1,1.0
77.0,53.4,15.3,8774,2,9,2.8,11942,5,2,1.0
68.5,33.3,20.0,6998,3,5,3.25,27566,5,0,1.0
77.7,47.5,12.0,22626,3,18,2.6,43310,1,0,1.0
41.0,14.0,15.0,14217,1,18,2.8,15420,1,0,0.0
65.0,36.0,10.7,12036,2,16,2.75,34620,13,0,1.0
88.4,52.5,11.78,8434,3,16,3.1,37407,3,0,1.0
100.0,52.0,16.0,13056,3,25,2.8,51333,6,2,1.0
31.0,16.0,8.5,13242,1,25,2.75,7026,6,1,0.0
59.0,43.9,6.1,11393,3,9,2.55,41210,2,0,0.0
31.0,19.4,5.6,10842,1,5,2.5,44060,2,1,0.0
31.2,18.6,5.2,9846,1,5,2.5,40761,5,0,0.0
36.9,17.8,6.7,14027,1,14,2.6,26255,3,0,0.0
32.0,18.0,6.5,17207,1,5,2.5,17299,2,0,0.0
35.0,18.1,7.0,10416,1,9,2.6,35759,9,0,0.0
68.6,36.0,13.4,5457,2,10,3.1,26609,3,0,1.0
62.0,38.0,9.0,5854,2,5,2.5,27006,5,0,1.0
43.6,18.8,10.5,14153,1,23,2.75,37625,14,0,0.0
68.0,39.1,13.0,12223,2,4,2.8,36513,4,0,1.0
50.0,30.0,8.0,16383,2,9,2.6,13792,6,0,0.0
38.1,17.0,11.4,15134,1,17,2.8,16600,8,0,0.0
51.3,32.0,8.1,13963,2,20,2.5,15861,10,1,0.0
356.0,248.5,18.9,4931,7,7,3.55,24363,5,0,1.0
67.7,38.95,9.9,8460,2,16,3.3,37434,12,0,1.0
57.5,33.5,10.0,15411,2,5,3.0,18891,3,1,1.0
58.5,31.0,12.0,13445,2,16,2.8,10069,3,0,1.0
67.8,37.1,13.1,16470,2,10,2.65,17674,2,0,0.0
60.0,35.0,8.0,2524,2,4,3.3,22983,1,0,1.0
57.0,43.0,5.0,8910,3,5,2.65,42458,3,0,1.0
53.4,27.0,10.0,14647,2,12,2.8,16702,1,0,0.0
63.0,38.0,9.0,11555,3,9,2.5,16450,1,0,0.0
88.8,58.8,9.5,5617,4,5,3.0,20965,2,0,1.0
39.6,20.3,8.5,13878,1,12,2.67,38357,3,0,0.0
61.7,41.5,8.3,11548,3,9,2.7,40615,9,0,0.0
78.0,37.0,16.0,7400,2,14,2.75,30028,13,0,1.0
54.5,31.0,10.2,12787,2,16,2.65,13991,14,0,0.0
59.4,44.0,6.8,12847,3,9,2.6,28325,7,0,0.0
67.9,38.1,13.4,12944,2,16,2.8,32888,4,2,1.0
61.2,42.7,6.4,12011,3,9,2.5,17237,1,2,1.0
41.3,17.4,9.4,8919,1,16,2.7,27105,12,2,0.0
59.0,36.0,8.0,8535,2,5,3.0,26679,1,0,0.0
43.3,19.0,10.0,19318,1,5,2.75,20316,1,0,0.0
38.7,20.2,7.5,12501,1,16,2.6,11957,8,2,0.0
98.5,68.5,7.2,4190,4,7,2.73,19916,4,1,1.0
88.3,53.4,13.1,12738,3,24,2.8,10663,5,0,1.0
30.9,15.4,8.1,14450,1,9,2.5,11858,6,0,0.0
36.0,19.4,8.2,13306,1,5,2.8,38409,4,0,0.0
38.5,17.2,10.6,12441,1,17,2.7,27918,8,1,0.0
35.7,17.0,7.0,15652,1,14,2.7,13060,9,1,0.0
43.2,16.8,12.5,6255,1,16,2.75,30215,3,0,1.0
92.3,37.5,37.9,7405,2,8,3.0,28466,2,1,1.0
86.0,47.0,12.0,13994,3,16,2.75,34126,16,4,1.0
47.5,28.0,8.0,13037,2,9,2.7,32218,5,2,0.0
31.1,12.1,7.9,9174,1,5,3.0,27286,2,0,0.0
48.2,17.7,11.4,3539,1,8,2.9,18871,2,0,1.0
39.0,20.0,8.4,11356,1,14,2.67,35455,10,2,0.0
81.7,48.7,12.8,13149,3,25,2.7,9354,17,5,1.0
56.0,33.0,11.0,12386,2,12,2.65,33458,9,0,1.0
29.0,13.9,7.2,8081,1,9,2.5,14792,8,0,0.0
39.3,17.4,9.8,13239,1,15,2.8,43088,5,0,0.0
42.0,18.0,10.0,9636,1,16,2.6,30586,10,0,0.0
59.1,39.7,6.8,12711,3,9,2.5,26662,2,2,0.0
60.0,43.5,6.2,11050,3,9,2.5,36938,3,2,1.0
30.0,15.0,8.0,10626,1,9,2.5,41745,3,0,0.0
29.2,15.2,6.0,16601,1,16,2.7,48762,12,0,0.0
40.0,18.0,13.0,11296,1,17,3.0,35039,2,0,0.0
103.4,57.5,14.1,4019,3,4,2.8,22299,2,0,1.0
96.0,53.0,13.5,15899,3,16,2.8,13308,7,0,1.0
62.9,41.6,7.5,13698,3,12,2.65,32721,7,1,0.0
100.0,50.0,16.0,16224,3,24,2.8,49338,3,1,1.0
61.9,42.2,7.1,16055,3,12,2.5,50353,9,2,0.0
45.5,19.8,10.9,8370,1,13,2.75,37412,6,2,1.0
110.0,67.0,16.0,4834,3,5,3.1,24266,5,0,1.0
34.2,14.2,8.0,4441,1,10,2.8,19092,4,2,0.0
85.7,51.7,12.0,12398,3,15,2.7,13665,15,1,1.0
40.0,18.0,11.0,11296,1,16,3.0,35039,10,0,0.0
38.0,20.0,8.0,12997,1,12,2.5,37476,2,0,0.0
45.3,28.0,6.5,13690,2,5,2.5,20961,1,0,0.0
73.9,33.1,25.1,5180,2,7,3.0,32088,5,2,1.0
29.6,15.3,7.1,14670,1,9,2.6,16129,5,0,0.0
30.0,16.0,7.2,17622,1,9,2.6,17281,7,0,0.0
77.0,32.0,20.0,6344,3,5,3.0,33233,4,1,1.0
117.1,82.4,10.3,4183,4,5,3.52,23401,3,0,1.0
67.0,40.0,12.5,8930,2,5,2.9,30082,3,0,1.0
40.0,18.0,8.6,16186,1,25,2.8,13594,17,0,0.0
77.0,38.0,12.9,1190,2,4,4.0,20510,3,0,1.0
57.9,39.4,6.2,15103,3,9,2.5,49278,7,0,0.0
42.0,20.0,10.0,7372,1,20,2.85,31233,8,2,1.0
65.0,40.0,18.0,4122,3,5,2.4,24555,1,0,1.0
30.4,17.5,5.2,17889,1,3,2.5,23319,1,0,0.0
57.0,41.44,6.19,12423,3,5,2.65,10638,5,0,0.0
64.0,33.0,11.0,4352,2,18,2.75,18039,2,0,1.0
34.0,16.3,10.3,10850,1,16,2.85,28490,9,0,0.0
76.0,54.0,9.0,3927,3,6,3.08,18462,5,0,0.0
48.3,26.9,7.7,12732,2,12,2.64,32139,7,0,0.0
44.7,31.44,5.42,14990,2,5,2.5,13911,1,0,0.0
72.0,44.0,8.0,2488,3,3,3.56,24289,1,0,1.0
27.0,16.0,5.0,11647,1,10,2.5,9528,6,0,0.0
81.1,51.5,14.0,14853,3,17,2.84,16057,8,0,1.0
73.7,34.4,9.0,16941,2,14,2.6,52056,13,2,1.0
67.8,29.55,13.0,3417,2,6,3.0,24842,5,0,1.0
101.0,36.0,40.0,650,3,4,3.5,22101,2,0,1.0
100.4,54.1,14.0,22066,3,16,2.5,18641,6,2,1.0
58.4,41.9,6.0,16039,3,5,2.5,19060,5,0,0.0
34.8,18.1,11.8,4772,2,4,2.9,29870,2,0,0.0
45.1,30.5,7.2,13666,2,5,2.54,15125,4,1,0.0
60.0,45.0,11.0,15255,2,12,2.4,16106,6,2,1.0
35.0,18.0,9.0,11195,1,12,2.5,12148,12,0,0.0
74.0,44.0,15.0,11646,3,16,2.65,16403,14,1,1.0
45.6,26.9,6.2,14926,2,9,2.6,12335,5,0,0.0
30.0,17.0,6.8,10294,1,12,2.5,10764,12,0,0.0
170.0,94.0,22.0,7877,4,12,2.8,30706,12,0,1.0
61.9,34.44,10.18,8434,2,16,3.1,37407,10,0,1.0
44.8,30.0,7.3,12993,2,5,2.6,14453,3,0,0.0
104.0,64.0,14.0,3865,3,4,3.2,25010,2,0,1.0
78.0,47.0,14.0,11646,3,16,2.6,16403,2,0,1.0
27.0,15.1,4.0,9620,1,6,2.55,13080,3,2,0.0
58.9,24.77,5.86,10200,3,9,2.5,15047,5,0,1.0
82.4,46.0,12.6,8913,3,13,2.8,39653,13,5,1.0
64.5,32.3,14.2,11123,2,8,2.5,44487,5,0,1.0
70.0,34.0,11.0,4214,2,6,3.2,21584,4,0,1.0
145.0,100.0,18.0,4605,5,5,2.5,24037,2,0,1.0
39.0,20.0,10.0,16447,1,12,2.7,15801,2,0,0.0
87.5,60.0,8.8,8212,3,15,2.5,38953,8,1,1.0
118.3,60.0,16.5,12627,4,20,2.78,42751,7,5,1.0
42.0,28.0,10.0,12416,1,24,3.0,27893,4,0,1.0
64.6,42.8,7.3,12738,3,12,2.6,29906,10,0,1.0
70.8,38.4,10.63,8460,2,16,3.1,37434,12,0,1.0
54.0,34.0,5.0,12154,3,5,2.5,10710,4,1,1.0
32.6,18.3,7.7,9869,1,12,2.5,13037,7,0,0.0
56.4,31.0,10.0,16806,2,10,2.6,49136,1,0,1.0
43.0,27.0,6.0,10712,2,5,2.6,11080,5,1,0.0
44.0,27.1,6.3,17093,2,9,2.55,44855,4,0,0.0
52.0,32.5,7.3,13323,2,16,2.65,34177,2,1,0.0
43.98,13.9,20.52,18830,1,25,2.7,54337,10,2,0.0
75.0,42.0,10.3,9380,2,6,3.1,27492,3,0,1.0
38.2,19.0,11.0,15858,1,9,2.7,46338,8,0,0.0
52.0,32.0,9.0,13094,2,16,2.6,14297,10,2,0.0
59.6,37.3,10.3,4585,3,5,3.05,23319,1,0,1.0
75.6,57.0,6.2,15063,4,9,2.7,46469,1,0,1.0
44.3,17.0,12.5,14469,1,16,2.52,44397,11,1,0.0
49.2,25.0,10.3,15074,2,11,2.55,16278,4,1,0.0
46.11,30.62,6.58,8153,2,5,2.6,27396,5,0,0.0
39.0,19.2,11.5,13073,1,24,2.8,11627,5,0,0.0
29.6,16.4,6.2,2733,1,5,3.0,22481,5,1,0.0
92.2,52.8,14.6,9763,3,10,2.75,22704,1,0,1.0
30.5,16.5,6.0,15371,1,5,2.6,19775,4,0,0.0
104.0,64.0,14.0,4004,4,6,3.0,25210,4,0,1.0
36.0,17.0,11.0,16408,1,20,2.75,17399,7,0,0.0
54.0,35.0,9.0,11627,2,12,2.7,9508,5,0,0.0
57.2,39.2,6.1,13164,3,10,2.6,35357,7,0,0.0
45.0,27.0,7.2,15307,2,5,2.5,47107,4,1,0.0
36.6,21.0,7.9,5065,1,9,3.0,32106,4,1,0.0
54.0,35.2,7.0,14261,3,5,2.5,13986,3,0,0.0
74.0,52.0,9.0,2247,3,4,3.65,23896,4,0,1.0
33.0,18.0,6.3,16526,1,9,2.5,51844,3,0,0.0
34.3,17.0,8.7,19009,1,9,2.53,39954,3,0,0.0
56.7,33.8,8.8,8872,2,5,2.88,15875,2,0,0.0
50.0,36.0,5.0,15063,4,5,2.5,13984,1,0,0.0
60.0,42.5,7.2,13373,3,9,2.8,11930,5,1,1.0
52.0,30.0,9.0,3030,2,3,3.0,23488,2,0,0.0
50.4,30.9,7.0,12282,2,9,2.52,35148,8,1,0.0
60.0,35.0,13.0,12570,2,14,22.6,27028,11,1,1.0
40.3,18.0,11.0,13347,1,15,2.5,18119,2,0,0.0
70.0,32.0,12.0,13875,2,14,3.0,10275,10,0,1.0
62.2,39.5,10.0,15336,3,9,2.55,12745,6,0,1.0
34.0,19.2,7.1,15041,1,9,2.55,51029,8,2,0.0
38.5,16.4,9.8,21403,1,12,2.65,19691,2,0,0.0
80.0,40.0,35.0,10252,3,7,3.0,10832,2,0,1.0
42.0,17.0,10.0,12163,1,16,3.0,33531,15,2,0.0
92.0,52.6,17.4,2454,3,6,3.62,19979,3,0,1.0
82.3,45.6,15.7,17121,3,21,2.7,21793,12,0,0.0
190.0,102.0,14.0,4836,4,15,3.1,31744,7,2,1.0
46.8,28.2,6.8,7364,2,5,3.0,12982,4,0,0.0
69.0,42.7,8.4,7266,3,9,2.6,29894,1,0,1.0
110.6,60.0,18.0,4172,4,6,3.0,30987,2,2,1.0
36.0,21.3,7.2,11468,1,12,2.6,37153,10,0,0.0
41.0,25.0,5.0,10039,2,4,2.5,18508,4,1,0.0
41.9,27.4,5.8,14424,2,5,2.5,41919,5,0,0.0
73.9,54.8,6.8,13640,4,9,2.55,44975,6,0,1.0
71.2,48.8,9.5,8212,3,5,3.0,29364,4,1,1.0
59.4,42.6,5.5,14785,3,9,2.5,13706,2,1,0.0
45.7,30.0,6.5,14371,2,5,2.55,23269,3,0,0.0
39.0,22.0,7.2,12872,1,9,2.65,30011,3,0,0.0
69.5,46.2,8.2,13606,3,12,2.7,14809,1,0,0.0
39.4,20.1,10.8,11907,1,16,2.65,33617,4,1,0.0
85.0,50.0,11.0,14719,3,10,2.7,15923,1,0,1.0
56.6,29.7,11.4,15713,2,10,2.55,35412,6,0,0.0
52.0,30.5,9.0,6052,2,6,3.2,20095,6,0,0.0
61.0,40.3,6.5,13887,3,9,2.5,26454,3,0,0.0
38.4,18.14,9.4,9496,1,17,2.8,43642,2,1,0.0
59.0,38.5,7.0,16848,3,9,2.5,49178,7,2,0.0
30.0,15.5,7.2,14642,1,9,2.5,42138,9,0,0.0
57.7,34.4,10.1,10415,2,5,3.0,23046,1,0,0.0
226.0,162.0,27.0,4719,7,4,3.5,24151,4,1,1.0
36.5,18.0,7.5,12793,1,9,2.65,33052,2,2,0.0
36.4,17.5,7.6,6119,1,10,2.5,27417,4,0,0.0
58.5,35.5,11.7,17547,2,23,2.7,22219,6,1,1.0
34.5,17.5,8.0,15453,1,14,2.5,51331,5,0,0.0
70.2,44.4,8.0,11371,3,12,2.7,35340,5,0,1.0
60.1,43.0,7.0,14249,3,9,2.65,28530,1,2,0.0
58.1,34.7,7.4,7206,3,8,2.7,18982,4,2,1.0
75.2,45.7,9.6,15598,3,9,2.53,13007,2,2,1.0
36.0,17.0,8.0,14779,1,9,2.5,49948,3,0,0.0
45.6,19.0,18.1,5037,1,4,3.11,24818,4,0,1.0
34.0,17.6,7.7,14150,1,17,2.75,13103,17,0,0.0
143.0,98.0,20.0,2535,5,5,3.5,23986,1,0,1.0
62.0,33.0,9.0,8370,2,16,2.75,37412,4,3,1.0
49.2,31.3,6.9,13834,2,12,2.6,32529,10,0,0.0
59.6,42.8,6.0,18172,3,9,2.55,45448,2,2,1.0
79.38,55.35,8.52,13998,3,5,3.0,19264,2,0,1.0
51.0,28.8,10.2,13551,2,16,2.5,14755,8,0,0.0
48.0,29.9,5.5,4827,2,6,3.0,24608,5,0,1.0
49.9,27.8,8.1,11905,2,25,2.7,23314,17,2,0.0
48.4,29.5,8.5,15561,2,25,2.75,35555,9,0,1.0
33.0,17.0,7.0,13094,1,14,2.65,14297,9,1,0.0
43.8,27.9,8.0,6566,2,5,3.05,27718,5,0,0.0
31.6,16.0,8.0,14853,1,17,2.9,16057,9,2,0.0
75.2,33.8,6.5,9105,2,3,2.8,36371,1,0,1.0
29.9,15.4,7.2,13846,1,5,2.5,44734,5,0,0.0
63.2,42.8,8.4,13715,3,9,2.5,26164,9,1,0.0
30.5,15.0,8.0,9409,1,9,2.6,32331,2,0,0.0
63.3,33.7,10.8,1217,2,5,3.34,21566,2,0,1.0
66.0,41.0,7.0,22765,3,16,2.55,21053,8,0,1.0
93.0,69.7,7.9,4816,3,6,3.2,25969,2,0,1.0
66.0,46.0,9.0,15864,3,14,2.5,50292,6,2,1.0
55.5,36.7,12.0,2404,2,4,3.15,24444,4,0,0.0
68.0,38.0,12.0,14683,2,10,2.56,33584,4,0,1.0
51.0,29.0,10.1,11966,2,22,2.7,14184,13,1,1.0
124.0,75.0,20.0,4621,4,6,3.2,24053,3,0,1.0
31.0,17.7,5.3,16858,1,5,2.5,16950,1,0,0.0
44.6,27.5,7.2,12639,2,9,2.55,17153,1,0,0.0
88.9,46.0,27.3,5472,3,5,2.8,24904,3,0,1.0
45.0,31.0,6.0,17233,2,2,2.5,37842,1,0,0.0
53.0,14.0,13.0,16685,1,25,2.7,48847,22,1,0.0
57.8,39.2,6.2,14513,3,9,2.7,51221,2,5,0.0
39.9,16.6,10.0,21245,1,25,2.68,41929,21,2,0.0
62.0,43.8,6.3,11199,3,9,2.55,15956,6,0,1.0
34.9,18.0,8.6,12984,1,18,2.55,15396,7,2,0.0
35.0,16.0,10.0,12702,1,12,2.7,32192,4,0,0.0
33.2,16.4,9.0,8784,1,14,2.8,26971,3,2,0.0
50.0,17.0,12.0,14753,1,17,3.0,15957,7,0,0.0
127.6,68.0,16.72,3541,4,9,2.75,31227,9,0,1.0
39.6,19.4,10.1,12387,1,19,2.6,35913,2,0,0.0
31.0,17.7,6.4,5515,1,5,2.5,31471,1,0,0.0
85.6,63.0,12.0,16170,3,3,4.5,51944,3,0,1.0
69.0,43.1,8.3,12113,3,10,2.5,36592,1,2,1.0
33.5,15.5,9.4,17459,1,19,2.75,22131,18,0,0.0
34.7,19.8,6.0,22801,1,9,2.7,0,3,2,1.0
33.5,17.7,7.6,12789,1,10,2.7,12142,7,0,0.0
48.0,34.5,18.0,15966,2,13,2.8,46358,3,2,0.0
46.0,30.0,6.5,8585,2,5,2.5,26906,1,0,0.0
99.1,54.7,26.0,3136,2,4,2.65,21871,4,0,1.0
33.9,15.8,9.8,13635,1,17,2.65,36721,3,0,0.0
75.0,45.4,9.7,16002,3,9,2.5,43498,2,0,1.0
62.4,43.1,8.3,15994,3,9,2.5,48815,5,1,1.0
101.0,63.0,15.0,14428,3,15,3.05,15632,12,0,1.0
39.1,28.1,11.0,8672,1,16,2.5,39771,10,0,0.0
52.6,28.8,7.4,15718,2,16,2.5,48539,4,3,1.0
61.6,26.4,15.0,9014,2,14,2.7,30166,3,0,1.0
60.0,34.0,18.0,21430,2,17,2.7,42114,17,1,0.0
89.9,59.6,15.1,3816,2,9,2.72,20086,5,0,1.0
40.9,17.5,11.12,12111,1,16,2.75,12199,6,0,0.0
30.8,17.7,5.5,16603,1,5,2.5,16691,3,1,0.0
60.0,30.0,13.0,11477,2,11,2.8,12838,11,0,1.0
86.0,46.0,16.0,5090,1,7,3.0,24522,5,0,1.0
40.0,29.1,6.5,5839,2,5,3.03,30942,1,0,0.0
30.6,17.8,6.2,20310,1,9,2.5,48949,6,0,0.0
34.14,19.7,7.0,17699,1,9,2.5,17792,7,2,0.0
85.1,31.52,26.85,4263,2,10,2.7,31460,5,1,1.0
76.2,38.0,28.0,14780,2,24,2.75,36628,20,1,1.0
53.4,21.1,10.3,12471,2,16,2.7,31962,1,0,0.0
62.0,39.0,8.3,7791,3,9,2.5,30030,4,0,1.0
45.9,29.6,7.9,11806,2,9,2.5,42779,3,0,0.0
44.0,18.0,11.0,8059,1,17,2.5,30766,4,0,1.0
57.7,39.6,6.1,12368,3,9,2.5,27845,1,2,0.0
38.6,19.1,10.7,16840,1,18,2.85,17837,17,2,0.0
39.0,17.0,10.3,10898,1,23,2.75,43731,20,2,0.0
30.0,17.0,5.4,10073,1,5,3.0,41299,2,0,0.0
42.4,28.0,6.0,8628,2,5,2.65,14212,3,0,0.0
65.5,37.8,9.9,16029,3,9,2.6,13438,1,0,0.0
33.0,12.0,8.0,5561,1,6,3.0,26858,1,0,1.0
73.4,44.8,11.6,4099,3,6,3.7,24533,2,0,1.0
46.0,30.8,6.5,14660,2,5,2.55,42156,4,1,0.0
40.2,22.6,9.1,13332,1,12,2.55,43111,8,2,0.0
32.8,17.4,8.1,16106,1,9,2.5,47981,4,0,0.0
74.1,46.4,7.5,16503,4,14,2.7,51175,9,1,1.0
76.1,47.0,9.8,10337,3,25,2.65,30073,8,1,1.0
123.0,97.0,15.0,6045,3,7,3.0,32953,5,0,1.0
62.0,41.0,7.0,16448,3,12,2.5,49736,2,0,1.0
33.0,17.0,8.0,15453,1,14,2.5,51331,5,0,0.0
35.0,15.0,10.0,9176,1,25,2.8,36421,8,2,0.0
47.0,28.7,8.7,15833,2,9,2.5,50261,2,0,0.0
50.1,30.4,9.1,16174,2,9,2.56,13583,2,2,0.0
43.0,19.0,9.5,22695,1,16,2.65,19270,10,2,0.0
54.0,37.3,6.6,15552,3,9,2.5,43048,1,2,0.0
77.7,55.1,10.0,11854,4,9,2.5,27486,4,2,1.0
27.4,13.3,6.0,16053,1,15,2.8,50348,3,2,0.0
70.0,42.0,12.0,17143,2,8,3.2,18140,7,2,1.0
65.5,37.5,11.0,14784,2,24,2.75,33620,8,1,1.0
38.5,15.01,12.17,4823,1,9,2.5,25987,5,0,1.0
102.4,65.0,10.0,3490,4,7,3.0,31584,6,0,1.0
33.0,16.5,8.1,13365,1,16,2.6,29066,15,1,0.0
25.0,17.0,7.4,6390,1,5,3.0,20277,4,0,0.0
31.2,18.0,6.3,14649,1,12,2.5,13571,9,0,0.0
44.3,27.4,7.1,14626,2,5,2.5,11739,4,1,0.0
42.0,19.0,11.0,15092,1,10,2.55,14013,1,2,0.0
32.0,18.0,6.0,13975,1,5,2.5,44087,2,1,0.0
104.0,69.0,13.9,3764,5,7,2.87,23631,7,0,1.0
34.7,20.9,6.6,18498,1,12,2.55,19496,5,0,0.0
60.6,28.0,13.0,9049,2,17,2.7,30201,8,0,1.0
70.9,42.0,10.6,11312,3,16,2.6,32181,3,2,1.0
61.76,32.38,16.0,15985,2,17,2.7,39141,4,2,0.0
54.0,20.0,19.0,11062,1,25,2.8,28841,18,0,1.0
90.0,56.0,33.0,14003,4,10,2.5,26300,3,2,1.0
45.3,27.3,7.2,14921,2,5,2.5,49096,3,1,0.0
31.2,15.6,8.2,13496,1,9,2.5,43316,2,0,0.0
74.0,45.0,13.0,25866,3,5,2.75,47303,1,0,0.0
71.0,48.0,8.0,15759,3,9,2.65,47464,4,2,1.0
50.0,29.0,10.0,15719,2,10,2.6,18451,1,0,0.0
46.0,30.0,6.0,15227,2,5,2.5,42724,2,1,0.0
87.2,41.4,30.0,2433,2,5,3.53,22814,4,0,1.0
98.0,60.0,11.5,6254,4,10,2.8,28882,7,1,1.0
72.2,42.4,7.8,22339,3,9,2.55,18914,2,0,0.0
122.3,83.7,10.8,4248,4,6,3.5,24115,3,0,1.0
104.3,75.4,8.4,8328,4,5,3.0,14408,3,0,1.0
68.3,32.2,16.5,5299,2,11,2.7,23609,7,0,1.0
235.0,160.0,23.0,3755,5,5,3.75,24188,3,4,1.0
94.0,64.0,12.0,6173,3,23,2.7,28801,10,0,0.0
85.0,53.0,17.0,14883,3,17,2.8,16087,16,0,1.0
50.0,27.0,12.5,16825,1,8,3.1,17787,2,0,1.0
45.0,31.6,5.1,16118,2,5,2.5,17115,2,1,0.0
33.1,17.3,8.2,16357,1,9,2.5,13849,9,1,0.0
29.1,15.5,6.7,14022,1,9,2.6,19214,5,0,0.0
107.8,67.8,10.9,5299,4,11,2.7,23609,9,0,1.0
96.2,57.8,10.9,5714,3,6,3.25,27012,5,0,1.0
47.0,30.0,8.0,13493,2,9,2.56,28834,4,1,0.0
45.2,31.6,5.6,15195,2,5,2.5,14117,4,1,0.0
22.0,11.5,5.3,13281,1,8,2.5,12053,2,0,0.0
46.5,20.0,20.0,2379,1,6,3.5,19798,5,0,1.0
216.1,161.4,19.8,4921,10,5,3.15,24353,2,0,1.0
30.0,20.0,5.6,6262,1,9,2.5,30067,9,0,0.0
36.18,15.2,10.26,9265,1,15,2.74,36509,9,2,0.0
37.0,18.0,8.2,14949,1,6,2.56,34647,2,2,0.0
61.7,43.4,6.3,21815,3,9,2.57,14549,3,2,0.0
43.9,32.0,5.0,4063,2,4,2.75,19708,2,0,0.0
50.0,26.2,9.5,3452,2,5,2.5,20336,2,0,0.0
71.4,42.7,7.5,14011,3,9,2.7,33094,6,1,1.0
140.0,100.0,30.0,7302,4,8,3.0,34170,8,0,1.0
54.4,31.6,9.0,11782,2,14,2.5,40088,8,0,1.0
31.2,15.8,8.0,19015,1,9,2.5,45444,7,0,0.0
57.6,39.4,6.2,11856,3,9,2.55,33547,4,5,0.0
49.0,18.0,15.0,11792,1,9,2.7,32718,1,2,0.0
42.0,18.0,9.0,15899,1,16,2.7,13308,5,0,1.0
46.6,25.9,8.8,11781,1,10,2.6,29354,5,5,0.0
34.0,18.0,10.0,11649,1,25,2.6,9586,13,0,0.0
33.7,19.2,7.0,12093,1,9,2.55,33018,4,2,0.0
64.0,44.0,9.0,7948,2,7,3.2,14616,1,0,1.0
39.1,16.8,10.1,11477,1,17,2.8,12838,13,1,0.0
62.0,42.0,20.0,6355,1,6,2.5,25439,2,0,1.0
81.1,57.0,9.3,11177,3,5,3.0,13216,4,1,1.0
115.5,60.0,43.0,10581,3,20,2.75,39357,9,0,1.0
58.0,40.0,7.0,16638,3,9,2.5,48203,8,0,0.0
149.2,104.2,17.8,1852,5,6,3.0,20123,1,0,1.0
30.0,16.0,7.0,12164,1,9,2.5,40461,3,0,0.0
38.1,22.8,6.5,3691,1,4,2.6,23859,4,0,1.0
79.0,47.0,10.0,8025,3,5,3.0,15997,2,0,1.0
30.6,18.0,6.5,16176,1,9,2.55,16130,6,0,0.0
43.0,18.6,10.8,16210,1,8,2.7,35908,2,2,0.0
46.0,28.33,8.3,10889,2,9,2.5,36574,7,1,0.0
57.0,40.0,6.0,15067,3,9,2.5,51662,7,0,1.0
