total_area,living_area,kitchen_area,cityCenters_nearest,bedrooms,floors_total,ceiling_height,airports_nearest,floor,balcony,price_class
43.0,16.5,12.5,18766,1,25,2.75,54273,9,1,0.0
77.4,40.3,13.9,11072,2,14,2.71,30207,14,1,1.0
97.0,60.3,14.0,16952,3,20,2.85,17950,2,0,1.0
35.0,21.0,7.0,11468,1,12,2.5,37153,6,0,0.0
35.3,21.0,6.1,13707,1,12,2.5,43527,5,0,0.0
70.2,41.7,11.5,14772,3,12,2.65,33673,9,2,1.0
36.5,18.5,8.7,13708,1,20,2.8,15599,10,2,0.0
126.0,65.0,16.4,11838,3,17,2.79,41841,2,2,1.0
69.8,32.3,13.0,8180,2,28,2.5,15916,12,0,1.0
166.9,107.0,18.7,4800,6,5,2.95,24232,4,0,1.0
169.3,95.41,22.46,6801,4,8,3.0,26462,4,2,1.0
29.5,15.6,5.5,7303,1,5,2.5,12921,2,1,0.0
42.0,28.0,5.0,16879,2,4,2.5,41011,3,0,0.0
55.0,37.0,8.0,13246,3,12,2.5,43395,1,2,0.0
48.0,15.5,10.8,16219,1,8,2.65,17423,1,0,0.0
43.4,16.5,12.0,14883,1,17,2.7,16087,17,0,0.0
95.0,70.0,10.0,1360,3,2,3.5,21763,2,0,1.0
121.4,75.2,21.2,2689,3,3,3.4,24140,3,0,1.0
76.2,48.8,15.0,4235,2,5,3.6,22970,3,1,1.0
71.0,35.6,16.1,11087,2,8,3.0,39384,1,0,1.0
102.0,72.0,9.0,10188,4,5,3.0,30446,3,1,1.0
72.5,45.0,8.6,5768,3,9,2.5,20832,6,0,1.0
38.7,15.7,9.3,12665,1,17,2.7,14741,4,1,0.0
66.0,40.0,11.7,14693,2,22,2.75,36553,3,2,1.0
55.2,31.2,7.8,14680,2,9,2.55,15689,1,0,0.0
36.0,15.8,6.3,2659,1,4,3.7,19585,1,0,0.0
45.0,20.0,8.0,12820,1,10,2.52,33820,1,0,0.0
73.1,38.1,14.8,12548,3,25,2.8,38850,20,2,1.0
35.0,16.0,8.5,12082,1,23,2.8,8426,16,2,0.0
34.8,15.16,10.6,15934,1,25,2.65,17138,3,0,0.0
34.9,20.5,10.8,15359,1,16,2.57,35353,3,1,0.0
165.0,119.9,19.3,5662,5,7,2.7,24978,6,0,1.0
37.65,24.3,5.2,3046,2,3,3.5,22595,3,0,0.0
58.3,37.4,7.1,12467,3,12,2.6,31169,1,0,0.0
73.5,43.7,8.5,13925,3,18,2.7,15129,1,0,1.0
107.5,42.0,37.5,5617,3,9,3.0,26770,6,0,1.0
86.0,63.5,10.4,4338,4,6,3.5,24772,5,0,1.0
63.1,32.9,11.0,12810,2,23,2.8,45031,14,0,1.0
48.0,30.0,6.0,2705,2,4,3.0,19755,1,0,0.0
88.9,68.1,10.0,15097,3,5,3.0,39813,2,2,1.0
60.0,32.6,10.7,11968,2,25,2.8,32822,12,2,1.0
36.9,16.2,11.9,12057,1,14,2.61,13889,8,1,0.0
31.0,15.0,8.0,17232,1,9,2.5,44728,7,0,0.0
31.0,16.0,7.3,15911,1,5,2.55,24832,1,0,0.0
50.3,28.2,9.0,9164,2,6,2.55,11645,6,0,1.0
39.0,20.0,10.0,15791,1,12,2.75,35490,7,0,0.0
95.0,75.0,13.0,10680,6,15,2.5,15874,3,0,1.0
104.0,66.0,14.0,13944,3,4,3.1,39047,2,1,1.0
35.0,20.0,7.0,10813,1,12,2.5,44176,2,0,0.0
59.0,39.78,6.36,16454,3,10,2.5,49567,5,0,1.0
61.9,35.2,12.9,7382,2,5,3.32,24852,2,0,1.0
80.0,33.0,22.0,6116,1,7,3.4,33024,6,0,1.0
31.0,16.0,7.0,15195,1,5,2.5,14117,5,0,0.0
73.0,52.0,6.0,16827,3,4,2.6,17825,2,0,0.0
38.1,18.0,8.0,19136,1,14,2.6,45565,3,2,0.0
69.0,48.5,6.3,16526,3,9,2.5,51844,9,0,0.0
50.0,28.9,9.1,3084,2,5,3.2,22435,3,0,1.0
64.8,27.9,14.8,13370,2,13,2.75,51443,7,1,1.0
50.0,21.3,7.0,10912,2,9,26.0,28981,3,2,0.0
40.0,19.0,9.0,6963,1,16,2.75,29591,5,2,1.0
42.0,20.0,10.0,11990,1,16,2.8,30593,15,2,0.0
60.3,43.3,6.0,16698,3,9,2.55,16790,9,0,0.0
45.8,29.7,7.8,14433,2,9,2.7,15892,2,0,0.0
50.8,28.8,7.0,13009,2,9,2.6,14212,3,0,0.0
74.1,47.0,8.0,10937,3,12,2.5,44300,11,0,1.0
46.0,28.2,7.0,14230,2,5,2.56,25517,1,0,0.0
65.9,41.7,9.3,4688,3,4,3.1,32198,4,0,1.0
51.0,27.5,8.5,22883,2,16,2.55,21172,16,1,0.0
93.6,52.0,10.9,8434,3,16,3.0,37407,5,2,1.0
63.0,43.0,9.0,15429,3,9,2.5,42926,1,0,0.0
39.0,18.0,16.0,14445,1,22,2.75,33367,15,1,0.0
58.1,32.8,10.7,14719,2,10,2.7,15923,3,0,1.0
42.4,27.1,6.1,10371,2,5,2.53,11901,2,1,0.0
31.0,16.0,8.0,15395,1,9,2.5,42891,2,0,0.0
45.8,26.7,6.3,15101,2,9,2.55,14107,9,2,0.0
175.0,81.0,36.0,10647,4,16,2.7,36897,7,3,1.0
52.0,13.0,19.0,16268,1,23,2.6,18695,7,2,1.0
42.2,18.0,10.0,15973,1,25,2.75,48604,1,0,0.0
36.2,21.4,7.3,10473,1,12,2.6,43692,12,0,0.0
101.3,61.6,34.7,6511,3,5,3.15,16431,5,0,1.0
152.2,53.9,43.4,14931,3,5,3.3,36779,5,1,1.0
35.7,15.1,9.3,10163,1,19,2.7,16501,8,0,0.0
45.0,23.9,6.0,16447,2,9,2.55,14852,3,2,0.0
53.5,35.0,6.7,12711,3,9,2.5,26662,1,2,0.0
51.0,30.0,8.0,28644,2,5,2.6,14072,1,0,0.0
270.0,180.0,13.0,4142,16,4,3.0,23575,4,1,1.0
65.2,31.5,13.0,12318,2,25,2.7,17467,3,1,1.0
74.2,47.0,9.0,7043,3,5,3.0,28104,4,0,1.0
67.8,31.2,14.6,17121,2,23,2.7,21793,11,0,0.0
46.0,30.0,6.0,13092,2,5,2.65,19026,3,2,0.0
63.0,42.1,8.1,12761,3,9,2.55,23139,3,0,0.0
54.5,20.0,10.0,5032,1,13,2.8,29609,7,2,1.0
58.0,40.7,4.5,15437,3,5,2.55,41313,1,0,0.0
75.0,51.1,8.5,8593,3,5,3.0,26737,2,0,1.0
62.2,38.4,7.6,16502,3,12,2.5,49589,2,0,1.0
57.0,37.2,7.0,12443,3,9,2.5,31851,8,2,0.0
20.3,16.0,4.0,4893,1,6,3.0,26191,1,0,0.0
43.5,16.5,14.6,12886,1,24,2.8,44259,18,0,1.0
41.2,20.9,12.9,11592,1,13,2.8,35181,10,1,0.0
56.0,38.0,7.0,8838,2,9,2.5,31760,7,0,1.0
45.0,17.0,11.0,14768,1,24,2.8,35312,3,1,1.0
39.6,16.7,9.9,11827,1,18,2.65,22943,14,1,0.0
125.3,68.0,14.5,4056,4,5,3.0,25309,4,0,1.0
91.0,65.0,7.0,1328,4,4,3.6,22777,2,0,1.0
50.0,33.0,8.0,4805,2,6,3.0,26090,5,0,1.0
62.0,32.0,14.0,13838,2,13,2.7,16248,9,0,1.0
30.0,15.5,6.0,16755,1,5,2.55,46811,1,0,0.0
37.0,19.2,8.6,8655,1,17,2.7,29808,5,0,0.0
67.6,42.8,8.3,11574,3,6,3.0,21051,6,0,0.0
68.9,41.5,7.4,9913,3,12,2.5,35620,7,2,1.0
161.0,38.0,50.0,6589,3,8,3.2,32537,4,0,1.0
39.4,19.1,10.4,12890,1,24,2.8,10949,3,0,0.0
40.0,17.4,8.34,20444,1,37,1.75,18732,5,0,0.0
33.0,10.0,16.0,9508,1,21,2.75,35935,2,1,0.0
32.0,16.0,8.0,22710,1,27,2.7,20998,22,1,0.0
36.0,16.0,10.0,14883,1,26,2.75,49058,12,2,0.0
87.0,54.4,11.5,13995,4,10,2.6,32831,1,0,1.0
51.0,28.0,10.0,6837,2,5,2.9,17098,5,0,1.0
70.0,47.4,8.0,4132,3,5,2.51,19859,1,0,1.0
79.0,42.0,13.0,9659,2,14,2.85,11752,5,2,1.0
48.0,32.0,8.0,14752,2,9,2.5,21534,6,0,0.0
40.0,18.0,10.0,3826,1,6,2.85,19417,4,0,1.0
69.0,34.6,14.0,11871,2,17,2.64,32796,1,0,1.0
49.0,29.0,6.0,12583,2,20,2.5,20888,13,2,1.0
57.4,37.1,8.5,14504,3,9,2.75,15963,5,2,1.0
100.0,49.0,16.0,5881,3,15,3.0,27179,12,1,1.0
50.8,31.7,7.0,11646,2,16,2.65,16403,10,1,0.0
30.1,13.6,7.8,13564,1,14,2.55,14768,4,0,0.0
63.9,30.4,12.0,15853,2,23,2.75,35847,9,1,1.0
58.0,43.7,5.5,16294,3,5,2.5,22175,2,0,0.0
81.2,41.0,16.4,14528,2,22,2.75,36410,5,5,1.0
80.0,46.0,11.0,9860,3,10,2.55,35958,7,1,1.0
125.0,73.9,9.7,6030,3,6,2.91,33173,6,1,1.0
67.1,22.3,24.4,1178,2,6,2.5,20252,4,2,1.0
50.0,35.0,9.0,1740,1,3,4.0,24418,2,0,1.0
60.3,44.2,6.3,8360,3,5,2.5,32327,5,0,0.0
95.0,63.0,15.0,21598,4,12,2.7,19886,1,0,1.0
73.1,43.3,14.0,14975,2,16,2.7,50963,16,0,1.0
222.0,167.0,32.0,5204,5,5,3.76,24636,1,0,1.0
78.4,45.18,10.72,12153,3,25,2.6,43396,2,0,1.0
67.1,36.2,13.9,14969,2,15,2.7,12378,2,0,1.0
55.0,42.0,7.0,16407,3,9,2.5,43904,4,1,0.0
35.5,19.0,8.0,11035,1,15,2.5,32691,4,0,0.0
60.5,42.0,7.5,14747,3,9,2.55,13282,1,2,1.0
143.0,83.5,19.4,5975,2,8,3.3,33255,6,1,1.0
73.5,32.199997,14.9,14847,2,25,2.75,13292,13,2,1.0
152.0,70.0,53.0,4344,4,4,3.3,24777,4,0,1.0
63.0,42.0,8.0,17141,3,12,2.6,13929,7,2,1.0
87.9,50.4,12.0,13302,3,16,2.6,36388,15,4,1.0
44.5,30.0,7.5,14941,2,5,2.5,42437,3,0,0.0
235.0,162.0,26.0,1799,8,4,4.0,19728,3,0,1.0
50.13,27.0,9.0,15566,2,9,2.6,12975,5,1,0.0
91.0,49.0,17.0,6135,3,4,3.0,27637,3,0,1.0
55.0,25.0,12.0,12489,1,16,2.77,33827,12,0,1.0
112.0,77.8,9.5,3664,4,5,2.9,21569,3,1,1.0
46.0,18.0,12.0,14772,1,22,2.8,35257,18,2,0.0
56.5,33.4,10.5,15791,2,12,2.7,50463,12,1,0.0
106.5,71.0,9.6,16995,3,5,2.63,53724,5,0,1.0
64.0,32.0,13.0,13731,2,19,2.5,44151,12,0,1.0
190.0,95.0,40.0,1197,3,7,3.5,23011,5,0,1.0
79.4,53.5,9.5,10595,3,7,3.0,10963,7,1,1.0
58.0,39.9,5.8,11784,3,5,2.6,40090,4,1,1.0
49.9,24.1,15.5,4999,1,5,3.21,24431,4,0,0.0
120.0,73.5,16.6,4651,4,6,3.28,24084,4,0,1.0
32.51,28.85,7.89,15254,1,11,2.8,14482,8,2,0.0
45.1,17.7,12.0,5881,1,12,2.65,27179,3,1,1.0
58.1,43.8,5.5,16603,3,5,2.5,16691,5,0,0.0
86.4,51.0,13.8,14499,3,17,2.65,34631,2,0,1.0
76.0,48.0,10.0,10890,3,25,2.75,28959,4,1,1.0
51.3,19.8,11.5,11308,1,16,2.72,16065,12,2,0.0
52.0,26.2,8.3,13902,2,10,2.6,13590,6,0,0.0
70.0,42.1,12.5,16376,3,9,2.7,51048,1,0,1.0
76.0,37.5,11.6,6941,1,11,3.0,28282,8,0,1.0
50.0,16.5,21.0,15561,1,23,2.75,35555,10,0,1.0
100.2,55.7,10.6,12990,3,25,2.8,33272,20,5,1.0
58.0,28.8,8.5,18149,2,5,3.0,7973,5,0,0.0
40.5,20.0,11.5,12283,1,10,2.7,32690,2,2,0.0
46.8,28.1,9.2,12815,2,9,2.5,13636,4,0,0.0
64.87,42.48,8.85,7363,2,5,3.2,26926,5,0,1.0
75.7,40.4,11.3,13222,3,25,2.7,11405,12,1,1.0
35.5,18.0,7.0,16094,1,9,2.55,13502,2,2,0.0
55.4,29.4,9.6,13873,2,20,2.8,16285,16,4,1.0
30.0,15.2,6.7,16010,1,9,2.6,49666,4,0,0.0
73.5,40.0,10.0,5249,2,23,2.7,26402,9,0,1.0
50.0,30.0,6.0,11409,2,9,2.65,37668,4,1,0.0
60.0,33.1,11.0,15443,2,17,2.8,15834,1,0,1.0
30.8,17.0,5.5,15720,1,5,2.5,20914,1,0,0.0
111.0,57.0,18.0,4489,3,25,3.0,19424,23,2,1.0
31.2,15.5,8.1,15233,1,9,2.5,46127,2,0,0.0
57.0,19.0,6.0,15736,3,9,2.55,50444,3,0,0.0
72.0,50.0,8.7,8968,3,5,2.95,15972,3,0,1.0
77.2,34.4,16.4,13056,2,23,2.8,51333,19,1,1.0
32.4,17.5,6.2,16096,1,16,2.5,49169,10,2,0.0
33.5,20.5,6.0,6061,1,9,2.6,29278,5,0,0.0
42.32,28.07,5.64,11214,2,9,2.7,13626,5,0,0.0
127.4,82.0,19.5,3541,5,6,3.55,31372,4,1,1.0
168.0,114.0,22.0,3816,6,8,2.72,20086,7,1,1.0
55.3,40.8,6.0,4850,3,5,2.5,32018,5,0,1.0
86.0,57.0,10.0,4041,3,5,2.8,18576,3,0,1.0
31.0,18.0,5.5,6582,1,5,2.5,30497,4,0,0.0
41.3,26.0,6.8,11382,2,5,2.5,40450,5,0,0.0
31.3,17.3,5.6,11131,1,5,2.5,39840,2,0,0.0
68.4,38.7,9.8,4883,2,4,3.54,26181,4,0,1.0
32.0,20.0,5.0,5557,1,5,2.75,30677,5,0,0.0
73.3,33.6,16.2,13056,2,25,2.75,51333,13,0,1.0
37.6,19.4,8.0,15144,1,19,2.81,16257,2,0,0.0
65.9,42.2,10.6,12246,3,12,2.65,36724,4,0,1.0
83.0,48.0,11.0,18283,3,10,2.55,23744,8,0,1.0
31.0,17.8,5.7,14804,1,12,2.5,13725,10,0,0.0
42.1,16.9,11.1,15728,1,22,2.85,51707,19,2,1.0
38.7,22.1,8.0,10017,1,5,2.5,11058,2,0,0.0
99.0,45.0,13.0,10207,3,8,2.75,35585,3,0,1.0
42.8,19.4,12.7,16825,1,18,3.08,17787,13,0,0.0
41.5,19.4,9.8,12260,1,10,2.8,10643,7,1,0.0
43.3,16.0,9.2,15582,1,16,3.0,15674,11,2,0.0
31.09,15.66,7.0,12525,1,9,2.6,22903,7,0,0.0
32.9,17.4,7.6,5862,1,9,2.5,19832,3,0,0.0
86.0,59.0,12.0,2293,4,5,3.13,20031,5,0,1.0
38.4,18.7,7.9,10352,1,12,2.6,35294,5,1,0.0
76.0,48.1,13.1,8026,3,5,2.95,14737,3,1,1.0
77.6,54.8,10.1,11542,4,9,2.6,23972,4,0,1.0
36.6,18.5,9.5,13868,1,17,2.8,44289,3,0,0.0
165.8,102.3,21.0,9403,5,6,3.58,10797,4,0,1.0
43.5,26.9,8.1,11876,2,9,2.5,40173,1,0,0.0
48.0,15.2,12.0,3585,1,5,3.1,19508,5,0,0.0
45.8,29.9,7.17,11560,2,5,2.5,23990,4,0,0.0
33.2,17.0,8.6,9404,1,7,2.7,27516,6,1,0.0
39.0,19.0,8.0,8521,1,5,3.2,13753,4,0,0.0
184.7,123.1,29.9,1848,5,3,3.55,22417,2,0,1.0
30.5,16.9,5.7,17435,1,3,2.5,18433,3,1,0.0
153.3,85.1,12.9,3847,5,5,3.3,24015,4,0,1.0
73.0,41.0,11.0,11936,2,16,2.75,36353,2,2,1.0
91.0,48.0,14.5,11299,3,22,2.77,30635,21,1,1.0
81.4,41.1,12.6,1381,2,5,2.7,22393,5,0,1.0
56.0,37.5,7.0,7897,3,5,2.55,35522,4,0,0.0
90.0,51.5,15.0,14673,3,14,2.8,15877,11,0,1.0
45.0,30.0,6.0,10878,2,9,2.5,19346,2,0,0.0
87.0,50.0,12.8,10450,3,16,2.6,36791,1,1,1.0
104.0,67.0,10.0,5718,5,4,3.4,25300,2,0,1.0
58.3,28.4,7.2,16165,2,13,2.5,48185,3,2,1.0
57.5,39.1,6.3,14775,3,9,2.5,50421,3,0,0.0
34.5,14.3,9.2,14769,1,19,2.76,37948,19,2,0.0
133.5,71.7,19.8,8733,3,15,3.0,31656,12,2,1.0
118.0,56.3,15.39,5881,2,12,2.6,27179,3,4,1.0
45.6,26.6,6.2,18613,2,9,2.5,45042,2,2,0.0
61.0,47.0,7.1,5956,3,9,2.5,29810,2,1,1.0
37.0,15.2,8.5,15558,1,21,2.65,51320,4,2,0.0
38.0,18.0,9.0,12317,1,6,2.6,33748,1,2,0.0
51.0,42.0,9.0,13066,2,9,2.6,26227,3,1,0.0
290.0,189.4,30.0,4932,10,6,3.5,26229,6,1,1.0
162.9,114.7,17.8,5052,4,8,3.11,24484,7,2,1.0
77.8,51.0,11.9,2469,4,4,3.38,24354,2,0,1.0
40.0,16.5,9.3,14192,1,16,2.65,34324,9,1,0.0
129.0,51.0,35.0,5780,3,10,3.0,26933,8,2,1.0
30.6,17.7,6.2,15307,1,9,2.5,21301,6,0,0.0
51.8,30.0,10.0,11357,2,12,2.65,33080,8,0,1.0
48.0,21.0,10.6,12041,1,16,2.5,36520,4,0,1.0
35.6,18.5,8.6,12721,1,17,2.5,9326,4,0,0.0
44.1,27.7,5.9,10985,2,5,2.5,44207,1,0,0.0
38.5,20.1,10.4,11928,1,12,2.65,36576,11,0,0.0
40.7,20.3,10.1,15372,1,17,2.7,34273,9,1,0.0
164.2,82.2,21.8,2209,5,6,3.35,20375,6,1,1.0
113.0,75.0,26.1,649,3,4,3.06,22254,1,0,1.0
102.0,55.0,21.0,11879,3,22,2.76,34463,16,2,1.0
48.0,30.4,6.3,16526,2,10,2.55,51844,9,0,0.0
61.0,43.6,6.3,16742,3,9,2.5,45178,6,0,0.0
52.2,31.4,8.6,13164,2,17,2.55,22549,7,1,1.0
51.0,25.0,9.0,3653,1,6,3.6,19576,6,1,1.0
92.2,60.0,12.0,14597,3,12,2.8,34728,7,5,1.0
32.0,17.4,8.8,16308,1,9,2.5,48328,6,0,0.0
30.0,16.0,6.0,9572,1,12,2.5,12740,6,2,0.0
44.2,27.3,6.6,11677,2,9,2.6,27869,4,0,0.0
42.4,16.0,11.0,15534,1,9,2.7,49907,2,0,0.0
55.0,30.0,11.0,12180,2,12,2.7,36625,10,2,0.0
93.1,54.09,13.9,8460,3,16,3.3,37434,5,0,1.0
56.0,34.5,8.5,9532,2,5,3.0,13547,4,0,1.0
44.5,27.2,6.3,7480,2,9,2.5,30108,6,0,0.0
108.0,56.0,7.6,4336,4,5,3.93,23071,2,0,1.0
43.7,18.2,14.5,14234,1,20,2.76,33386,2,1,0.0
32.3,17.7,6.0,8277,1,5,2.5,14507,1,0,0.0
41.3,27.4,6.0,11556,2,5,2.5,21033,4,0,0.0
49.2,18.95,13.6,8434,1,16,3.1,37407,7,0,1.0
58.4,37.4,7.0,12662,3,9,2.55,31657,8,0,0.0
55.0,40.0,7.0,9886,3,5,2.55,35643,1,0,0.0
61.0,40.0,6.0,9443,2,4,2.8,36466,2,0,0.0
56.5,35.0,8.4,4396,2,5,3.0,30896,5,0,1.0
60.0,38.2,8.0,11878,3,9,2.6,28508,5,0,0.0
102.3,65.0,14.8,5089,3,6,3.4,23955,6,0,1.0
83.0,45.0,17.0,11477,2,25,3.0,12838,11,4,1.0
131.5,88.2,10.4,4235,4,5,3.11,25387,2,0,1.0
41.0,19.0,11.0,14308,1,8,2.6,21578,7,2,0.0
55.3,32.6,10.3,23138,2,12,2.65,21426,10,2,0.0
61.0,43.5,6.5,14822,3,9,2.6,13744,9,1,0.0
41.9,18.8,10.4,14479,1,18,2.6,37636,16,0,0.0
42.0,28.0,8.0,11597,2,9,2.5,11669,2,0,0.0
55.0,33.0,10.0,12456,2,12,2.7,32394,9,1,1.0
89.7,33.7,35.6,6855,2,7,2.65,28008,6,0,1.0
54.5,29.5,8.5,17004,2,17,2.6,15398,11,1,1.0
59.5,41.3,6.1,11637,3,9,2.5,15787,5,1,1.0
98.0,61.0,12.0,15362,4,9,2.6,21068,7,3,1.0
112.0,52.0,20.0,11082,3,9,2.9,10997,4,1,1.0
26.69,17.4,3.0,15319,1,19,2.78,34155,3,1,0.0
39.0,25.9,5.4,853,2,5,3.1,22276,1,0,0.0
39.4,20.2,8.5,14921,1,14,2.65,33877,1,0,0.0
146.1,103.6,18.3,3831,6,6,3.09,22360,2,0,1.0
39.0,20.1,8.0,15442,1,12,2.7,34398,11,1,0.0
42.2,26.7,6.0,15671,2,5,2.6,19652,3,1,0.0
70.0,43.0,8.4,11643,3,9,2.55,12421,1,2,1.0
105.0,60.0,15.4,16186,3,25,2.8,13594,5,1,1.0
60.6,43.5,6.2,15148,3,9,2.5,51038,1,0,1.0
34.2,15.6,10.3,12111,1,16,2.75,12199,5,0,0.0
90.0,59.1,7.5,7037,4,9,2.5,30003,4,1,1.0
37.0,17.0,10.0,14501,1,12,2.65,11125,5,2,0.0
72.0,38.0,13.0,11082,2,14,2.75,10997,14,2,1.0
36.0,19.8,8.0,12738,1,12,2.7,29906,6,0,0.0
42.3,27.5,5.7,10983,2,5,2.5,42160,1,0,0.0
128.2,79.3,17.2,16722,4,6,2.8,17720,5,0,1.0
95.8,65.0,13.0,3334,4,5,2.8,22068,4,0,1.0
55.0,32.5,9.0,15234,2,18,2.7,16170,4,2,1.0
50.7,28.9,8.0,12179,2,16,2.7,31670,13,0,1.0
93.4,52.0,12.9,14528,3,20,2.75,36410,14,0,1.0
37.0,17.2,8.5,4947,1,6,2.9,29694,3,0,0.0
180.0,126.0,20.0,5089,6,6,3.0,23955,5,0,1.0
69.9,42.0,10.8,11860,3,12,2.64,35232,9,0,1.0
40.0,19.0,11.0,14935,1,19,2.8,38092,12,2,0.0
58.0,48.0,5.7,9841,3,7,2.52,35890,5,2,0.0
67.4,40.1,10.3,14844,3,17,2.65,33745,6,1,1.0
118.0,50.0,17.0,12544,3,23,2.7,40841,3,2,1.0
64.0,32.5,12.0,13841,2,20,2.75,7659,9,5,1.0
54.0,31.7,9.2,15710,2,10,2.65,35408,3,2,0.0
88.4,60.7,7.7,729,4,4,3.5,22181,2,0,1.0
37.4,21.3,7.8,16464,1,14,2.5,43961,12,0,0.0
79.2,35.3,15.5,6597,2,8,3.0,25490,3,0,1.0
88.6,59.8,14.0,3440,3,5,3.22,20324,5,0,1.0
95.0,61.7,15.0,5726,4,6,3.12,25158,2,0,1.0
30.7,16.4,5.3,17162,1,5,2.5,16925,1,0,0.0
98.0,59.2,13.0,13105,3,4,3.2,9859,4,0,1.0
40.5,19.0,10.6,11871,1,17,2.64,32796,15,0,0.0
98.5,55.8,15.2,16731,3,10,2.7,16823,8,4,1.0
61.6,35.1,11.6,2142,2,6,2.7,19826,4,0,1.0
44.8,28.5,5.8,14903,2,7,2.51,19278,5,1,0.0
38.0,17.0,10.0,10354,1,9,3.0,36252,5,0,0.0
32.3,17.8,6.2,10124,1,9,2.5,37652,8,0,0.0
112.2,72.1,12.0,5332,4,11,2.7,23808,3,0,1.0
42.0,17.0,12.0,14635,1,17,2.8,15839,8,0,0.0
32.0,14.0,9.0,11489,1,9,2.5,41275,1,0,0.0
90.0,61.8,9.0,4391,3,5,2.8,23823,4,0,1.0
46.8,27.7,6.8,14253,2,9,2.5,44180,5,0,0.0
46.2,30.0,8.0,13335,2,9,2.55,14539,2,1,0.0
72.0,48.2,10.6,1755,3,4,2.7,20713,4,0,1.0
82.0,55.6,9.0,10698,3,5,3.05,22108,1,0,1.0
69.0,33.0,15.0,6072,2,9,2.68,27370,4,0,1.0
193.0,111.0,42.0,4782,3,6,3.35,24564,3,0,1.0
43.9,18.2,11.6,16028,1,16,2.7,18863,1,0,0.0
54.4,32.0,8.3,10365,2,7,3.0,10454,7,0,1.0
35.0,18.0,8.0,16790,1,9,2.5,49121,3,0,0.0
69.71,31.2,24.0,4768,2,8,3.0,34033,6,1,1.0
29.0,16.0,6.3,16271,1,12,2.55,16363,8,2,0.0
41.0,16.5,12.0,13821,1,16,2.7,12581,12,1,0.0
38.2,17.6,10.1,15076,1,27,2.75,33977,5,0,0.0
65.0,30.5,10.3,15658,2,25,2.75,38786,22,1,1.0
54.7,41.0,8.0,10230,3,5,2.5,30489,1,0,0.0
191.0,102.0,15.0,8248,5,23,2.75,30954,4,1,1.0
41.2,26.1,5.7,10915,2,5,2.51,11282,2,1,0.0
80.0,39.0,12.6,16802,2,27,2.8,52212,22,1,1.0
48.0,31.0,8.0,9974,2,5,3.0,39136,5,1,1.0
60.0,31.0,14.0,21481,2,16,2.6,42165,4,0,0.0
62.1,33.5,13.4,12679,2,10,2.55,11022,6,1,1.0
45.0,27.6,8.8,11045,2,9,2.55,40862,8,0,0.0
277.6,211.0,17.8,5671,7,6,3.8,25761,3,0,1.0
98.0,68.0,10.0,4400,4,4,3.0,19296,2,0,1.0
31.1,18.0,5.4,9743,1,5,2.5,16862,3,0,0.0
55.0,31.0,11.0,15079,2,16,2.66,13848,7,0,1.0
114.0,77.0,10.0,5223,4,10,2.7,23617,7,2,1.0
80.5,47.0,10.0,14739,3,16,2.57,23435,11,2,1.0
45.6,32.0,6.0,7881,2,5,2.5,27614,1,0,0.0
118.2,83.6,12.6,3962,3,5,2.95,22697,5,0,1.0
50.0,27.1,7.4,17474,2,12,2.6,15026,3,1,0.0
53.6,19.65,13.95,9267,1,14,2.7,42901,4,2,0.0
170.9,94.89,19.45,8460,4,16,3.3,37434,7,0,1.0
63.0,32.0,10.4,13242,2,25,2.6,7026,22,0,1.0
36.8,17.7,8.2,16285,1,10,2.65,35983,9,0,0.0
58.4,34.2,9.9,15143,2,5,3.0,20342,2,0,1.0
59.5,36.7,9.9,5937,2,4,2.52,21545,1,0,0.0
63.0,41.0,7.0,16077,3,9,2.65,17075,3,1,0.0
55.3,32.7,10.1,11562,2,12,2.75,29135,8,0,0.0
70.0,42.0,10.7,11354,3,12,2.7,32899,12,1,1.0
45.9,18.5,13.4,13993,1,10,2.6,32829,8,2,0.0
60.1,43.0,6.2,17205,3,9,2.5,44967,6,2,0.0
93.0,49.0,15.0,5141,3,7,4.0,24000,6,0,1.0
91.0,64.4,7.0,17457,4,5,2.5,22887,1,0,0.0
65.2,33.9,11.7,12972,2,16,2.75,44184,10,1,1.0
72.0,43.0,8.0,14112,3,9,2.6,25413,8,1,0.0
31.0,17.0,9.0,13715,1,9,2.5,26164,9,1,0.0
42.9,17.6,10.8,10255,1,10,2.6,35668,1,0,0.0
93.0,73.0,10.0,5470,4,3,3.0,21115,1,1,1.0
77.8,54.5,9.8,17073,4,9,2.6,14128,1,5,1.0
47.3,27.0,7.2,16072,2,16,2.5,48092,7,1,0.0
90.0,57.4,13.6,11755,3,10,2.8,38184,3,4,1.0
42.0,27.0,5.5,13290,2,5,2.5,13378,1,0,0.0
60.0,32.4,8.6,12810,2,9,2.6,40305,6,0,1.0
67.1,54.0,7.2,8603,3,5,3.0,29761,1,0,0.0
55.8,33.4,7.3,3234,2,6,3.2,31610,4,0,1.0
43.0,28.0,6.5,14916,2,5,2.5,42413,3,0,0.0
65.0,41.7,7.8,10659,3,14,2.5,36909,1,0,0.0
28.0,15.0,5.0,10745,1,5,2.5,11086,1,0,0.0
55.0,33.0,10.0,14770,2,7,3.0,19505,5,1,1.0
67.7,42.9,9.0,2136,3,7,3.1,25685,6,0,1.0
34.0,16.0,12.0,11718,1,24,2.7,36784,4,1,0.0
67.7,36.5,13.5,14656,2,17,2.8,33557,16,0,1.0
